OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum TOTPOP_CY,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY
385,San Onofre Surf Beach : 0 - 15,0,15,San Onofre Surf Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.374222,-117.567193,https://www.coastal.ca.gov/access-photos/16_san_diego/02_San_Onofre/Bluffs_Beach_at_San_Onofre_State_Beach_2013_09_26_7575.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/02_San_Onofre/Bluffs_Beach_at_San_Onofre_State_Beach_2013_09_26_7565.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/02_San_Onofre/Bluffs_Beach_at_San_Onofre_State_Beach_2013_09_26_7585.jpg, ,,0,0,1.81074956036821,0.00791787018319927,70711,2930446,14446,50084
386,Shoreline Access (Barbara Street) : 0 - 15,0,15,Shoreline Access (Barbara Street),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.712523,-118.305324, , , , ,,0,0,1.54106683868716,0.00927805671177041,236337,5416158,124411,58620
387,Shoreline Access (Meyler Street) : 0 - 15,0,15,Shoreline Access (Meyler Street),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.710858,-118.301526, , , , ,,0,0,1.43674332802069,0.00911091450933152,232876,5297712,123992,56708
388,Cabrillo Beach : 0 - 15,0,15,Cabrillo Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.710469,-118.28362,https://www.coastal.ca.gov/access-photos/14_los_angeles/16_San_Pedro/Cabrillo_Beach_inside_breakwater_2007_08_18_0122.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/16_San_Pedro/Cabrillo_Beach_inside_breakwater_2007_08_18_0126.jpg, , ,,0,0,1.37565534989294,0.00864355686981581,228825,5166556,122958,54930
389,Terranea Resort Access : 0 - 15,0,15,Terranea Resort Access,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.738759,-118.394219,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Terranea_Resort_Access_2012_11_01_L1090072.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Terranea_Resort_Access_2012_11_01_L1090082.jpg, , ,,0,0,0.853757312098821,0.0063472428802647,101181,4696547,18985,53007
390,Abalone Cove Shoreline Park : 0 - 15,0,15,Abalone Cove Shoreline Park,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.743835,-118.381484,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Abalone_Cove_ Shoreline_Park_at_Sacred_Cove_looking_east_2007_08_18_0088.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Abalone_Cove_Shoreline_Park_2007_08_18_0039.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Abalone_Cove_Shoreline_Park_2007_08_18_0040.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Abalone_Cove_Shoreline_Park_2007_08_18_0043.jpg,,0,0,0.956398962114551,0.00835115886984898,160638,6320483,47380,72721
391,Abalone Cove Beach : 0 - 15,0,15,Abalone Cove Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.741634,-118.378941, , , , ,,0,0,0.900876044455213,0.0050343645529318,102787,4314729,28799,47387
392,Sacred Cove : 0 - 15,0,15,Sacred Cove,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.738407,-118.372796, , , , ,,0,0,1.19728294877715,0.0077579150209125,151669,5740429,47271,66681
393,Rancho Palos Verdes Beach : 0 - 15,0,15,Rancho Palos Verdes Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.728633,-118.352272, , , , ,,0,0,1.14050707631024,0.00675483482675406,153000,5111382,60254,58026
394,Royal Palms County Beach : 0 - 15,0,15,Royal Palms County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.718818,-118.322883,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/Royal_Palms_Co_Park_SFS_2007_08_17_slide_0338.jpg, , , ,,0,0,1.42908611769191,0.00723061516175339,186399,4780762,96108,54657
395,White Point County Beach : 0 - 15,0,15,White Point County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.716382,-118.319514,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/White_Point_Co_Park_2013_11_03_9373.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/15_Rancho_Palos_Verdes_to_San_Pedro/White_Point_Co_Park_2013_11_03_9380.jpg, , ,,0,0,1.37409527135847,0.00700769162608223,181192,4671214,93589,53502
396,Malaga Cove : 0 - 15,0,15,Malaga Cove,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.803235,-118.396059,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0020.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0039.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Malaga_Cove_2007_08_19_0048.jpg, ,,0,0,0.867401557915135,0.00964028220972606,251609,11058228,37506,129086
397,Hermosa Beach : 0 - 15,0,15,Hermosa Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,33.86463,-118.403052,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Hermosa_Beach_no_of_Municipal_Pier_2013_11_01_8760.jpg, , , ,,0,0,1.41282672118122,0.0119008124321332,398553,16397878,115594,163990
398,Torrance County Beach : 0 - 15,0,15,Torrance County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.811746,-118.391767,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_2013_11_03_9335.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/14_Torrance_to_Rancho_Palos_Verdes/Torrance_County_Beach_SFS_2013_11_03_9295.jpg, , ,,0,0,1.19387149855206,0.0149117425692472,421481,17173196,97594,188453
399,Redondo County Beach : 0 - 15,0,15,Redondo County Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.826965,-118.390592,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2007_08_19_0049.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9220.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_2013_11_03_9275.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Redondo_County_Beach_end_of_Ave_I_2013_11_03_9263.jpg,,0,0,1.23943734283137,0.0176804829246716,509578,19948916,133375,209435
400,Blufftop Walkway : 0 - 15,0,15,Blufftop Walkway,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.82564,-118.390101, , , , ,,0,0,1.37080078358263,0.0174103268658351,503147,19760990,131158,208262
401,Seaside Lagoon : 0 - 15,0,15,Seaside Lagoon,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.844614,-118.394401,https://www.coastal.ca.gov/access-photos/14_los_angeles/13_Redondo_Beach/Seaside_Lagoon_2007_08_19_0015.jpg, , , ,,0,0,1.47146886681477,0.017635066069272,567489,20575204,177175,207921
402,Long Beach City Beach : 0 - 15,0,15,Long Beach City Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.763737,-118.176066,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_nr_Lindero_Ave_2013_11_01_8741.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_SFS_2007_08_20_slide_0156.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/18_Long_Beach/Long_Beach_City_Beach_SFS_2007_08_20_slide_0163.jpg, ,,0,0,2.47161828151849,0.020576017343609,605724,15824409,282313,158820
403,Long Beach City Beach (Junipero Avenue) : 0 - 15,0,15,Long Beach City Beach (Junipero Avenue),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.762552,-118.164788, , , , ,,0,0,2.19357934875327,0.0189326877121831,548900,16160465,229334,169508
404,Zuma Beach County Park : 0 - 15,0,15,Zuma Beach County Park,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.019523,-118.828146,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Zuma_Bch_2007_03_04_0002.jpg, , , ,,0,0,2.1420928011642,0.00379481898945194,7848,463873,572,6610
405,Point Dume State Beach : 0 - 15,0,15,Point Dume State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.002003,-118.808735,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Dume_Cove_2013_11_02_9026.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Point_Dume_State_Beach_2013_11_02_9016.jpg, , ,,0,0,1.69944157216207,0.00307626891579558,7373,445036,530,6244
406,Paradise Cove : 0 - 15,0,15,Paradise Cove,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.020128,-118.786449,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_1.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_2.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Paradise_Cove_3.JPG, ,,0,0,2.42863681307928,0.00846085540025553,11091,696176,866,9224
407,Escondido Beach : 0 - 15,0,15,Escondido Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.024587,-118.770779,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_stair_at_27400_PCH_2013_11_02_9150.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_3.JPG,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Escondido_Beach_2.jpg,,0,0,2.3645750129424,0.00416657673048816,8755,537410,636,7338
408,Escondido Creek Stairway : 0 - 15,0,15,Escondido Creek Stairway,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.025656,-118.765686, , , , ,,0,0,2.87567825609959,0.00884209495189924,11747,785892,902,9771
409,Latigo Shore Beach : 0 - 15,0,15,Latigo Shore Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030659,-118.75103,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_1.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_2.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_3.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/04_Paradise_Cove_to_Corral_Canyon/Latigo_Shore_Beach_4.JPG,,0,0,3.1867849600776,0.00536244540748825,10368,679119,756,8635
410,Stairway 1 (Puerco Beach) : 0 - 15,0,15,Stairway 1 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.03192,-118.721665,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Puerco_Bch_stair_at_24602_Malibu_Rd_2007_03_02_0142.jpg, , , ,,0,0,2.4205088059288,0.00437457146370756,9953,622210,717,8279
411,Stairway 2 (Puerco Beach) : 0 - 15,0,15,Stairway 2 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.031584,-118.713647, , , , ,,0,0,2.35762542650352,0.00482932028235479,11659,681391,859,9561
412,Stairway 3 (Puerco Beach) : 0 - 15,0,15,Stairway 3 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030978,-118.711055, , , , ,,0,0,2.41997791867265,0.00437194880723755,11082,647439,799,9153
413,Stairway 4 (Puerco Beach) : 0 - 15,0,15,Stairway 4 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030106,-118.707648, , , , ,,0,0,2.27923609897055,0.00430638309080604,11032,648565,772,9180
414,Stairway 5 (Puerco Beach) : 0 - 15,0,15,Stairway 5 (Puerco Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.030385,-118.704955, , , , ,,0,0,2.27013365535555,0.00421728931725939,11164,649670,776,9297
415,Malibu Lagoon State Beach : 0 - 15,0,15,Malibu Lagoon State Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.033657,-118.685319,https://www.coastal.ca.gov/access-photos/14_los_angeles/06_Puerco_Beach_to_Carbon_Beach/Malibu_Lagoon_SB_2013_11_02_8934.jpg, , , ,,0,0,2.81709753824546,0.00600118183974904,23893,1370717,1603,19556
416,Las Tunas Beach : 0 - 15,0,15,Las Tunas Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.039339,-118.59896,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Las_Tunas_Beach_2013_11_02_9180.jpg, , , ,,0,0,2.89927236417694,0.00863394892586849,182184,11811554,27765,118523
417,Topanga Beach : 0 - 15,0,15,Topanga Beach,4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.038951,-118.581555,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2007_09_15_0089.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2013_11_02_8891.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/07_Malibu_East/Topanga_Beach_2013_11_02_8892.jpg, ,,0,0,3.1335254569212,0.0108176411858181,290547,17408844,48138,176582
418,Santa Monica State Beach : 0 - 15,0,15,Santa Monica State Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.017891,-118.506488,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_2007_08_16_0085.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_2013_11_02_9203.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_THM_2008_02_29_020.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/09_Santa_Monica/Santa_Monica_State_Beach_THM_2008_02_29_9203.jpg,,0,0,2.79303495258968,0.0223884006993632,851193,38773947,233131,366209
419,Will Rogers State Beach (Temescal Canyon Rd.) : 0 - 15,0,15,Will Rogers State Beach (Temescal Canyon Rd.),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.0356,-118.53615,https://www.coastal.ca.gov/access-photos/14_los_angeles/08_Topanga_State_Park_to_Will_Rogers_State_Beach/Will_Rogers_SB_near_Coastline_Dr_2013_11_02_9184.jpg, , , ,,0,0,3.0279912744764,0.0164515792245172,584021,29996665,130959,298445
420,Manhattan Beach : 0 - 15,0,15,Manhattan Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.890249,-118.41578,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0094.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_2007_09_15_0103.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/Manhattan_Beach_near_27th_St_2007_08_16_0125.jpg, ,,0,0,1.40485484548556,0.0170461848609964,597043,20787634,216987,193414
421,El Porto Beach : 0 - 15,0,15,El Porto Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.904693,-118.422611,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0130.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/12_Manhattan_Beach_and_Hermosa_Beach/El_Porto_Beach_2007_08_17_0138.jpg, , ,,0,0,1.33690783114064,0.0143850227284754,516538,18036309,197765,170661
422,El Segundo Beach : 0 - 15,0,15,El Segundo Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.916333,-118.428698, , , , ,,0,0,2.0259094761083,0.0221393568206133,827178,28650788,314108,240107
423,Dockweiler State Beach : 0 - 15,0,15,Dockweiler State Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.931068,-118.436873,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_State_Beach_2007_08_19_0008.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Dockweiler_SB_SFS_2007_08_19_0012.jpg, , ,,0,0,1.99336722709486,0.0258574639107624,1003411,33685313,392934,260612
424,Dockweiler State Beach (North) : 0 - 15,0,15,Dockweiler State Beach (North),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.962024,-118.453984, , , , ,,0,0,1.45711559463642,0.0162869335613829,590736,25973393,193284,224984
425,Venice City Beach : 0 - 15,0,15,Venice City Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.983474,-118.472271,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_City_Beach_2013_11_01_8855.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_Beach_THM_2007_10_12_slide_2523.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_Ocean_Front_Walk_2013_11_01_8833.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/10_Venice/Venice_City_Beach_Muscle_Beach_facility_2007_03_03_0064.jpg,,0,0,1.67857049429908,0.0130944367663177,509481,26187933,110819,256005
426,Mother's Beach : 0 - 15,0,15,Mother's Beach,5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,33.981146,-118.458489,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Mothers_Beach_2007_08_16_0112.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/11_Marina_del_Rey_to_El_Segundo/Mothers_Beach_2007_08_21_0030.jpg, , ,,0,0,1.73555554587905,0.0176540549055435,663391,30178141,188544,278823
427,Huntington City Beach : 0 - 15,0,15,Huntington City Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.649946,-117.992591, , , , ,,0,0,1.43306299545912,0.0141803819176666,396555,14823583,89170,229715
428,Huntington State Beach : 0 - 15,0,15,Huntington State Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.639216,-117.974031, , , , ,,0,0,0.805643548932951,0.00551087617262503,174528,7044208,45266,104876
429,Huntington City Beach (6th Street) : 0 - 15,0,15,Huntington City Beach (6th Street),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.657853,-118.00409, , , , ,,0,0,1.76778878320153,0.0210344984270699,530396,19141288,119482,284550
430,Santa Ana River Mouth Beach : 0 - 15,0,15,Santa Ana River Mouth Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.628985,-117.956851, , , , ,,0,0,1.89365001223375,0.0203101735029582,490296,18309452,110222,267084
431,Harbor Beaches : 0 - 15,0,15,Harbor Beaches,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.618183,-117.933732, , , , ,,0,0,1.90036017629757,0.02249089007072,541606,18911020,142624,271710
432,Oceanfront Walk : 0 - 15,0,15,Oceanfront Walk,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.616085,-117.935613, , , , ,,0,0,1.88557919934074,0.0213829803515006,512350,18121608,135168,259741
433,Las Arenas Beach : 0 - 15,0,15,Las Arenas Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.608704,-117.924821, , , , ,,0,0,1.73170694249446,0.0187559376473241,438546,16478529,107638,236126
434,Lido Park : 0 - 15,0,15,Lido Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.616505,-117.926474, , , , ,,0,0,2.21068439938498,0.0246652013172946,621062,20270436,191555,283226
435,West Newport Beach : 0 - 15,0,15,West Newport Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.619853,-117.939854, , , , ,,0,0,1.77331091004088,0.0216200761715687,511464,18414636,126868,265768
436,Newport Island Park : 0 - 15,0,15,Newport Island Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.618917,-117.934237, , , , ,,0,0,1.92005376180482,0.0223299009608658,536814,18808398,140850,270325
437,Channel Place Park : 0 - 15,0,15,Channel Place Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.621044,-117.936942, , , , ,,0,0,2.13717620918406,0.0242508006248828,594408,20390832,159119,290186
438,Balboa Beach : 0 - 15,0,15,Balboa Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.603904,-117.915307,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Balboa_Beach_2008_06_06_0006.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Balboa_Beach_2008_06_06_0010.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Newport_Beach_near_40th_St_2007_09_16_0035.jpg,https://www.coastal.ca.gov/access-photos/15_orange/05_Newport_Beach/Newport_Beach_near_40th_St_2007_09_16_0036.jpg,,0,0,1.39176550928851,0.0156219960680689,362431,14661353,83897,211080
439,10th Street Beach : 0 - 15,0,15,10th Street Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.606266,-117.912996, , , , ,,0,0,1.47731315180387,0.0149054129501588,351397,14299786,80151,206958
440,Montero Beach : 0 - 15,0,15,Montero Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.605799,-117.904588, , , , ,,0,0,1.25629071794706,0.0107531598136074,263648,11551643,60395,163247
441,Bayfront Walkway : 0 - 15,0,15,Bayfront Walkway,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.602842,-117.899322,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayfront_Walkway_Balboa_SFS_2013_09_25_7244.jpg, , , ,,0,0,1.36892718509141,0.0119466580359054,269097,11779119,59793,164305
442,Bay Beaches : 0 - 15,0,15,Bay Beaches,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.599767,-117.886896, , , , ,,0,0,1.1626416795288,0.00804683296625379,192695,9110265,45128,121730
443,China Cove Beach : 0 - 15,0,15,China Cove Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.596891,-117.879167,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/View_of_China_Cove_Beach_from_Balboa_Peninsula_2007_01_17_0008.jpg, , , ,,0,0,1.95015415293624,0.0152783558984449,304529,13306783,65557,168093
444,Bayside Drive County Beach : 0 - 15,0,15,Bayside Drive County Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.602561,-117.882999,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayside_Drive_County_Park_2013_09_25_7267.jpg,https://www.coastal.ca.gov/access-photos/15_orange/06_Balboa_to_Corona_del_Mar/Bayside_Drive_County_Park_2013_09_25_7270.jpg, , ,,0,0,2.14852969079649,0.0245743171291034,488052,19144152,109067,255639
445,Beacon Bay Access : 0 - 15,0,15,Beacon Bay Access,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.610068,-117.899456, , , , ,,0,0,1.93290831185,0.0207001383449099,466367,18494252,99526,252734
446,Crystal Cove Historic District : 0 - 15,0,15,Crystal Cove Historic District,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.574948,-117.840356,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_ District_2013_09_26_7374.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_2013_09_26_7367.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_7366.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Historic_District_7374.jpg,,0,0,2.31062997158507,0.0168963418975181,278877,13476935,41453,164906
447,Crystal Cove State Park : 0 - 15,0,15,Crystal Cove State Park,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.573673,-117.839919,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_68.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_2007_01_16_0076.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_at_Moro_Ridge_inland_of_Coast_Hwy_2008_03_19_0367.jpg,https://www.coastal.ca.gov/access-photos/15_orange/08_Crystal_Cove_State_Park/Crystal_Cove_State_Park_Black_Turnstone_2007_01_18_0083.jpg,,0,0,1.7615401851368,0.0143100255966261,210526,11087135,24597,132127
448,Crystal Cove State Park (Pelican Point) : 0 - 15,0,15,Crystal Cove State Park (Pelican Point),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.582703,-117.849215, , , , ,,0,0,2.44166545925297,0.0273447723001531,491497,19941883,99169,262527
449,Shaw's Cove : 0 - 15,0,15,Shaw's Cove,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.546491,-117.798236, , , , ,,0,0,2.81515897117476,0.0186335062030226,283286,13473712,36939,180872
450,Crescent Bay (Laguna Beach) : 0 - 15,0,15,Crescent Bay (Laguna Beach),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.547255,-117.802013, , , , ,,0,0,2.48298708371824,0.0155638190956223,224902,11267290,28307,145602
