OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum TOTPOP_CY,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY
130,Pleasure Point Parkway : 0 - 15,0,15,Pleasure Point Parkway,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.955821,-121.971973,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_2013_11_17_0021.jpg, , , ,,0,0,1.9873471802532,0.00927697236160025,111517,4756298,24728,75219
131,Pleasure Point Beach : 0 - 15,0,15,Pleasure Point Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.955671,-121.971729,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_2013_11_17_0030.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_Beach_SFS_2011_05_01_9499.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Pleasure_Point_Beach_SFS_2011_05_01_9539.jpg, ,,0,0,2.00261346754409,0.00933658674811762,111933,4775732,24783,75523
132,Pleasure Point Beach (36th Ave.) : 0 - 15,0,15,Pleasure Point Beach (36th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.95766,-121.969454, , , , ,,0,0,2.36350311619425,0.0103270076997165,117770,5040743,25597,79741
133,Pleasure Point Beach (38th Ave.) : 0 - 15,0,15,Pleasure Point Beach (38th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.958846,-121.967272, , , , ,,0,0,2.84715857973028,0.0112535776921187,122680,5224773,26406,83119
134,Pleasure Point Overlook : 0 - 15,0,15,Pleasure Point Overlook,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960076,-121.965008, , , , ,,0,0,3.01870214748085,0.012472444825944,128948,5483188,27518,87534
135,Opal Cliffs Recreation District : 0 - 15,0,15,Opal Cliffs Recreation District,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.965564,-121.960959, , , , ,,0,0,3.18090729494619,0.0128132857999032,130111,5527554,27742,88314
136,Capitola City Beach : 0 - 15,0,15,Capitola City Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.971644,-121.951342,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Bch_2010_05_26_5211.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Bch_2010_05_26_5216.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_City_Beach_SFS_2012_10_17_2098.jpg, ,,0,0,3.28516159116206,0.0167728765882958,147951,5982749,36514,95826
137,Hooper Beach : 0 - 15,0,15,Hooper Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.970913,-121.95395,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Capitola_Hooper_Beach_2013_11_17_0088.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/Hooper_Beach_SFS_2012_10_17_2090.jpg, , ,,0,0,3.49119190918095,0.0144707120863919,137131,5721756,30823,91625
138,New Brighton State Beach : 0 - 15,0,15,New Brighton State Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.980244,-121.937537,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/New_Brighton_SB_2010_05_26_5233.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/07_capitola_to_new_brighton_state_beach/New_Brighton_SB_2010_09_07_6722.jpg, , ,,0,0,3.57608017895254,0.0190214536802277,167881,6228197,52203,99097
139,Hidden Beach County Park : 0 - 15,0,15,Hidden Beach County Park,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960887,-121.887366, , , , ,,0,0,2.80832993301167,0.010895588750896,98784,3579193,34825,55388
140,Seacliff State Beach : 0 - 15,0,15,Seacliff State Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,Yes,36.972018,-121.914088,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_SB_2010_09_07_6736.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_SB_2010_09_07_6749.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_State_Beach_2013_11_17_0093.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Seacliff_State_Beach_campground_2013_11_17_0100.jpg,,0,0,3.37817263949399,0.017417186049844,161155,5661630,60076,86784
141,Rio del Mar Beach : 0 - 15,0,15,Rio del Mar Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.968623,-121.9053,https://www.coastal.ca.gov/access-photos/09_santa_cruz/08_aptos_and_rio_del_mar/Rio_del_Mar_Bch_2010_06_11_5715.jpg, , , ,,0,0,3.23234365571689,0.0175639019877908,160598,5595706,61276,85334
142,Stairway to Beach (Via Palo Alto) : 0 - 15,0,15,Stairway to Beach (Via Palo Alto),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954462,-121.883584, , , , ,,0,0,2.4440643113218,0.0136910849923704,117173,3798678,49845,57980
143,Seascape Beach : 0 - 15,0,15,Seascape Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.951114,-121.881011, , , , ,,0,0,2.81941995510184,0.0145335039237236,124737,3788315,58737,56652
144,Bodega Head : 0 - 15,0,15,Bodega Head,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.30014,-123.05976,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1312.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1316.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/07_bodega_bay/Bodega_Head_SFS_2013_12_07_1321.jpg, ,,0,0,0.653428424351111,0.000878126979891541,141,10955,18,113
145,Campbell Cove : 0 - 15,0,15,Campbell Cove,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.305436,-123.056745, , , , ,,0,0,1.04790940236749,0.00240411916435339,454,36472,60,359
146,Coleman Beach : 0 - 15,0,15,Coleman Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.363601,-123.070119, , , , ,,0,0,1.91356304511541,0.00346419112314497,590,45206,70,476
147,Carmet Beach : 0 - 15,0,15,Carmet Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.371881,-123.076008, , , , ,,0,0,1.82646432849957,0.00337830000525479,564,43000,68,455
148,Bodega Dunes Day-Use Area : 0 - 15,0,15,Bodega Dunes Day-Use Area,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,Yes,38.337679,-123.067194, , , , ,,0,0,1.39160620892743,0.00287757946488065,528,41211,66,423
149,Wright's Beach : 0 - 15,0,15,Wright's Beach,2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,Yes,38.400206,-123.095112, , , , ,,0,0,1.49122408851341,0.00205735205947807,399,24147,32,334
150,Shell Beach (Sonoma) : 0 - 15,0,15,Shell Beach (Sonoma),2_North Central,4,Sonoma,Physical Access,Beach Access,Yes,No,38.417267,-123.105583,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Kortum_Trail_north_of_Shell_Beach_view_from_overlook_1370.jpg,https://www.coastal.ca.gov/access-photos/05_sonoma/06_sonoma_coast_state_park/Shell_Beach_Sonoma_Coast_SP_2004_06_10_0001.jpg, , ,,0,0,1.661689829024,0.00242156976416969,637,37223,49,540
151,Cascade Creek Trail : 0 - 15,0,15,Cascade Creek Trail,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.14532,-122.336165, , , , ,,0,0,2.05788585077856,0.00348771912748441,353,15171,119,187
152,Whaler's Cove (Pigeon Point) : 0 - 15,0,15,Whaler's Cove (Pigeon Point),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.182546,-122.391772,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Pigeon_Pt_Light_Station_Whalers_Cove_2010_08_23_6690.jpg, , , ,,0,0,2.10603904499325,0.00276248637981784,240,15450,102,108
153,Pistachio Beach : 0 - 15,0,15,Pistachio Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.191675,-122.397923, , , , ,,0,0,2.19416173806652,0.00287114900263339,244,16236,104,111
154,Gazos Creek Access : 0 - 15,0,15,Gazos Creek Access,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.167738,-122.361667,https://www.coastal.ca.gov/access-photos/08_san_mateo/08_pigeon_point_to_ano_nuevo/Gazos_Creek_Access_2010_06_10_5411.jpg, , , ,,0,0,2.196456211208,0.00277804561325064,256,14510,105,117
155,Bean Hollow State Beach : 0 - 15,0,15,Bean Hollow State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.226694,-122.409634,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_nature_trail_at_Bean_Hollow_SB_2010_08_23_6648.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_nature_trail_at_Bean_Hollow_SB_2010_08_23_6652.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_north_part_at_Bean_Hollow_SB_2010_08_23_6628.jpg, ,,0,0,2.54290788640899,0.00324278065154484,291,19019,142,120
156,Pebble Beach (San Mateo County) : 0 - 15,0,15,Pebble Beach (San Mateo County),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.23626,-122.415544,https://www.coastal.ca.gov/access-photos/08_san_mateo/07_pescadero_state_beach_to_bean_hollow_state_beach/Pebble_Bch_at_Bean_Hollow_SB_2010_11_14_8469.jpg, , , ,,0,0,2.62838659915498,0.00333303443659885,314,19866,158,125
157,Seal Cove : 0 - 15,0,15,Seal Cove,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.519512,-122.513958,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Seal_Cove_2011_06_02_9849.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Seal_Cove_Stairway_2010_08_06_6444.jpg, , ,,0,0,1.77847566656914,0.0037866232843868,25719,1120809,5141,16462
158,Montara State Beach : 0 - 15,0,15,Montara State Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.546262,-122.513759,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Montara_SB_2010_06_10_5382.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/04_montara_to_pillar_point_harbor/Montara_SB_2011_02_27_9286.jpg, , ,,0,0,2.02144638054139,0.00526903946932054,76252,2304077,13518,26787
159,Cowell Ranch Beach : 0 - 15,0,15,Cowell Ranch Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.422206,-122.426383, , , , ,,0,0,2.2558686377888,0.00583983967879533,10699,438017,3167,6574
160,Arroyo Cañada Verde Beach : 0 - 15,0,15,Arroyo Cañada Verde Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.429794,-122.439725,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Arroyo_Canada_Verde_Bch_2010_06_10_5386.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Arroyo_Canada_Verde_Bch_2010_06_10_5387.jpg, , ,,0,0,1.9795236263556,0.00493944552306891,9876,384943,2968,6025
161,Blufftop Coastal Park : 0 - 15,0,15,Blufftop Coastal Park,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.455168,-122.443944,https://www.coastal.ca.gov/access-photos/08_san_mateo/05_half_moon_bay/Blufftop_Coastal_Park_at_Half_Moon_Bay_2013_05_15_3656.jpg, , , ,,0,0,1.84504095234857,0.00505017599161282,10815,441749,3160,6675
162,Martin's Beach : 0 - 15,0,15,Martin's Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,No,No,37.376498,-122.404089, , , , ,,0,0,2.39354653834765,0.0056011047201658,8586,324087,2561,5262
163,Dunes Beach : 0 - 15,0,15,Dunes Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.484381,-122.453554, , , , ,,0,0,2.22046246310659,0.00417852989206725,13146,579883,3264,8449
164,Roosevelt Beach : 0 - 15,0,15,Roosevelt Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.488702,-122.456263, , , , ,,0,0,2.09965059598737,0.00401789384679001,12023,516113,3089,7724
165,El Granada / Surfer's Beach : 0 - 15,0,15,El Granada / Surfer's Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.496172,-122.464256, , , , ,,0,0,2.10043483837997,0.00413919043501206,15822,702683,3673,10251
166,Half Moon Bay State Beach / Francis Beach : 0 - 15,0,15,Half Moon Bay State Beach / Francis Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.465982,-122.446313, , , , ,,0,0,2.24347940905064,0.00409778315625731,11004,458804,2958,6991
167,Venice Beach : 0 - 15,0,15,Venice Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,Yes,37.479439,-122.451028, , , , ,,0,0,2.0938984627535,0.00398622054986955,11425,479423,2997,7333
168,Rockaway Beach : 0 - 15,0,15,Rockaway Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.609941,-122.497296,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Bch_2013_05_15_3634.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Beach_SFS_2011_06_01_9769.jpg, , ,,0,0,2.28754820176447,0.0120743851583525,397275,11739102,86643,99591
169,Rockaway Beach (Old County Road) : 0 - 15,0,15,Rockaway Beach (Old County Road),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.608045,-122.497626,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Rockaway_Bch_2011_06_01_9752.jpg, , , ,,0,0,2.11514423244156,0.0112165078599664,362382,10298009,78607,88123
170,Mori Point : 0 - 15,0,15,Mori Point,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.619874,-122.496486,https://www.coastal.ca.gov/access-photos/08_san_mateo/03_pacifica/Mori_Pt_2010_04_15_4170.jpg, , , ,,0,0,2.46584638117362,0.0138731812474626,471513,14575266,104305,122096
171,Sharp Park Beach : 0 - 15,0,15,Sharp Park Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.632026,-122.494356,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Sharp_Park_Bch_2010_04_15_4280.jpg,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Sharp_Park_Beach_SFS_2010_04_15_4256.jpg, , ,,0,0,2.33590219478608,0.0134849816283413,464712,14282849,102998,119513
172,Pacific Manor Beach : 0 - 15,0,15,Pacific Manor Beach,2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.654785,-122.493326,https://www.coastal.ca.gov/access-photos/08_san_mateo/02_daly_city_north_pacifica/Pacific_Manor_Bch_2010_04_15_4284.jpg, , , ,,0,0,1.99628226084716,0.017522444311935,627312,20585960,135305,169551
173,Greyhound Rock Access : 0 - 15,0,15,Greyhound Rock Access,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.080033,-122.265324,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Greyhound_Rock_2013_11_17_9720.jpg, , , ,,0,0,2.13214718717224,0.00320056640924112,358,11678,85,225
174,Drakes Beach : 0 - 15,0,15,Drakes Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.027754,-122.961775,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Drakes_Beach_2013_06_20_4444.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Drakes_Beach_SFS_2013_06_20_4433.jpg, , ,,0,0,0.625343583746203,0.000620024937806285,9,773,4,5
175,South Beach : 0 - 15,0,15,South Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.047854,-122.987909,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/South_Beach_Point_Reyes_NS_2014_01_03_1997.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/South_Beach_PRNS_SFS_2013_06_20_4485.jpg, , ,,0,0,0.662876871566007,0.000657094793648551,15,1571,4,11
176,Sculptured Beach : 0 - 15,0,15,Sculptured Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.010003,-122.845309,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1171_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1161_2.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Sculptured_Beach_SFS_2012_02_19_1156_3.jpg, ,,0,0,0.236604524083068,0.000241004534130122,17,1906,2,14
177,Limantour Beach : 0 - 15,0,15,Limantour Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.026019,-122.886565,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Limantour_Beach_SFS_2012_02_19_1189_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/07_limantour_beach_olema_valley/Limantour_Beach_SFS_2012_02_19_1191_2.jpg, , ,,0,0,0.300905917258598,0.000307503324990398,22,2482,2,19
178,Path to Shore 1 (Mesa Road) : 0 - 15,0,15,Path to Shore 1 (Mesa Road),2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.920708,-122.723352,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_mile_marker_2.68_SFS_2015_06_29_3090_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_mile_marker_2.68_SFS_2015_06_29_3089_2.jpg, , ,,0,0,0.592661976424834,0.000911035967400123,444,20707,74,333
179,Path to Shore 2 (Mesa Road) : 0 - 15,0,15,Path to Shore 2 (Mesa Road),2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.918229,-122.720148,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_451_Mesa_Rd_SFS_2015_06_29_3056_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Path_to_shore_451_Mesa_Rd_SFS_2015_06_29_3057_2.jpg, , ,,0,0,0.611828155605598,0.000932092657597265,449,21149,74,337
180,Bolinas Beach : 0 - 15,0,15,Bolinas Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.905149,-122.684557,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Bolinas_Beach_end_of_Brighton_2013_10_26_8622.jpg,https://www.coastal.ca.gov/access-photos/06_marin/08_bolinas/Bolinas_Beach_end_of_Brighton_2013_10_26_8617.jpg,Bolinas_Beach_end_of_Brighton_2013_10_26_8623.jpg, ,,0,0,0.648286609370887,0.000970145998667565,460,22312,75,346
181,Ocean Beach (Sloat Blvd.) : 0 - 15,0,15,Ocean Beach (Sloat Blvd.),2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.735436,-122.507384, , , , ,,0,0,1.63753306404889,0.0149303279459782,756468,30665300,128425,254477
182,Ocean Beach : 0 - 15,0,15,Ocean Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.760181,-122.511163,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Bch_2011_04_10_9423.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Bch_2011_04_10_9430.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_beach_north_end_2010_04_15_4407.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/05_san_francisco_west/Ocean_Beach_SFS_2015_07_23_3964.jpg,,0,0,1.05556594840923,0.00902351034803084,482163,18829888,68318,148873
183,Tennessee Cove : 0 - 15,0,15,Tennessee Cove,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.84117,-122.552158,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Tennessee_Cove_trailhead_SFS_2015_06_29_3000.jpg, , , ,,0,0,0.751277273645821,0.00199793945124004,26039,2074068,1665,18028
184,Black Sand Beach : 0 - 15,0,15,Black Sand Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.827189,-122.510715, , , , ,,0,0,0.583486795894385,0.00144549762358394,10493,930217,619,8274
185,Marin Headlands : 0 - 15,0,15,Marin Headlands,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.829243,-122.498267, , , , ,,0,0,1.33889499956308,0.00605779532598973,210335,13813096,13661,124321
186,Muir Beach : 0 - 15,0,15,Muir Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.859221,-122.576287,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1830.jpg,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1840.jpg,https://www.coastal.ca.gov/access-photos/06_marin/10_muir_beach_area/Muir_Beach_2013_12_29_1858.jpg, ,,0,0,0.531401520159129,0.0019075848102265,12016,749082,609,10055
187,China Beach : 0 - 15,0,15,China Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.788342,-122.491276,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3931_1.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3942_2.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/China_Beach_SFS_2015_07_23_3937_3.jpg, ,,0,0,1.17719247203467,0.0079521156815487,510279,27778392,47615,247555
188,Baker Beach : 0 - 15,0,15,Baker Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.791479,-122.48497,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Baker_Bch_2010_04_29_4767.jpg, , , ,,0,0,1.17054426632709,0.00793993559950722,499629,27370403,44451,243281
189,Marshall's Beach : 0 - 15,0,15,Marshall's Beach,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.804005,-122.479166,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Marshalls_Bch_2010_05_13_4867.jpg,https://www.coastal.ca.gov/access-photos/07_san_francisco/04_san_francisco_presidio_to_lands_end/Marshalls_Beach_SFS_2010_05_13_4843.jpg, , ,,0,0,1.6142034987956,0.00995814999738958,545850,30005237,49051,271558
190,Marina Green : 0 - 15,0,15,Marina Green,2_North Central,6,San Francisco,Physical Access,Beach Access,Yes,No,37.806554,-122.43934,https://www.coastal.ca.gov/access-photos/07_san_francisco/02_san_francisco_north/Marina_Green_SFS_2015_07_23_3887.jpg, , , ,,0,0,1.22783080454999,0.0072336664591344,523273,27706212,58132,255061
191,Kirby Cove : 0 - 15,0,15,Kirby Cove,2_North Central,5,Marin,Physical Access,Beach Access,Yes,Yes,37.826829,-122.489763,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_4045_4_13_2010.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_overlook_3943_4_13_2010.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_SFS_2010_04_18_4601.jpg,https://www.coastal.ca.gov/access-photos/06_marin/11_marin_headlands/Kirby_Cove_SFS_2010_11_10_8265.jpg,,0,0,1.9756425174289,0.0100377871190147,406681,23928242,31209,220010
192,Seadrift Beach : 0 - 15,0,15,Seadrift Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.905214,-122.664035,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2013_10_26_8646.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2015_06_29_3027_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Seadrift_Beach_SFS_2015_06_29_3028_2.jpg, ,,0,0,0.67334076381032,0.0008888696904185,316,32337,36,256
193,Walla Vista Walkway : 0 - 15,0,15,Walla Vista Walkway,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,37.903252,-122.653172,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Walla_Vista_Walkway_SFS_2015_06_29_3024_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/09_stinson_beach/Walla_Vista_Walkway_SFS_2015_06_29_3025_2.jpg, , ,,0,0,0.833468274466012,0.00107512685213362,374,36582,43,301
194,North Beach : 0 - 15,0,15,North Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.077791,-122.974713, , , , ,,0,0,0.92499947602186,0.00100023059297435,210,26427,20,180
195,Abbotts Lagoon : 0 - 15,0,15,Abbotts Lagoon,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.118805,-122.950903,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Abbotts_Lagoon_SFS_2013_06_20_4429_1.jpg,https://www.coastal.ca.gov/access-photos/06_marin/06_tomales_point_to_point_reyes_lighthouse/Abbotts_Lagoon_SFS_2013_06_20_4430_2.jpg, , ,,0,0,1.07248139526982,0.00128556765692621,488,61536,38,425
196,Kehoe Beach : 0 - 15,0,15,Kehoe Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.155478,-122.948846, , , , ,,0,0,0.767408931981871,0.000925636960304269,333,42360,28,289
197,Chicken Ranch Beach : 0 - 15,0,15,Chicken Ranch Beach,2_North Central,5,Marin,Physical Access,Beach Access,Yes,No,38.110024,-122.865141,https://www.coastal.ca.gov/access-photos/06_marin/05_tomales_bay_west_shore/Chicken_Ranch_Beach_east_end_2013_10_26_8679.jpg, , , ,,0,0,1.73317108118453,0.00299252130103869,1173,130654,135,982
