OBJECTID,Name & Size,Drive Time Start (MINUTES),Drive Time End (MINUTES),Facility: Name,Facility: DISTRICT,Facility: CountyNum,Facility: COUNTY,Facility: FeatureTyp,Facility: AccessType,Facility: O_PUBLIC,Facility: FEE,Facility: LATITUDE,Facility: LONGITUDE,Facility: Photo_1,Facility: Photo_2,Facility: Photo_3,Facility: Photo_4,Facility: Breaks,Facility: AdditionalTime,Facility: AdditionalDistance,Shape_Length,Shape_Area,Sum PCI_FY,Sum HISPPOP_CY,Sum NHSPWHT_CY,Sum NHSPBLK_CY,Sum NHSPAI_CY,Sum NHSPASN_CY,Sum NHSPPI_CY,Sum NHSPOTH_CY,Sum NHSPMLT_CY,Sum TOTPOP_CY
60,Stairway to Beach 2 (Big Rock Beach) : 0 - 30,0,30,Stairway to Beach 2 (Big Rock Beach),4_South Central Coast,13,Los Angeles,Physical Access,Beach Access,Yes,No,34.036664,-118.610246, , , , ,,0,0,6.28312497309223,0.114444622790321,93958549,1277703,949289,393152,4333,359160,4725,9663,83423,3085361
61,Will Rogers State Beach (Sunset Blvd.) : 0 - 30,0,30,Will Rogers State Beach (Sunset Blvd.),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.038112,-118.55633, , , , ,,0,0,6.84494888867202,0.150391141153267,126719708,2245519,1254020,506832,6711,569722,8465,13244,112582,4722362
62,Will Rogers State Beach (Chautauqua Blvd.) : 0 - 30,0,30,Will Rogers State Beach (Chautauqua Blvd.),5_South Coast,13,Los Angeles,Physical Access,Beach Access,Yes,Yes,34.026611,-118.517345, , , , ,,0,0,7.22376963064559,0.184357927272345,154873876,3245769,1513331,582580,9117,815309,13354,15856,138615,6340116
63,Bolsa Chica State Beach : 0 - 30,0,30,Bolsa Chica State Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.707662,-118.060734, , , , ,,0,0,5.10075644447087,0.108057561277883,74093763,1292289,937603,135457,5643,652448,15665,5019,82180,3131927
64,Dog Beach (Huntington Beach) : 0 - 30,0,30,Dog Beach (Huntington Beach),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.675997,-118.028063,https://www.coastal.ca.gov/access-photos/15_orange/03_Bolsa_Chica/Dog_Beach_at_Huntington_Beach_2013_09_25_7191.jpg,https://www.coastal.ca.gov/access-photos/15_orange/03_Bolsa_Chica/Dog_Beach_at_Huntington_Beach_2013_09_25_7201.jpg,https://www.coastal.ca.gov/access-photos/15_orange/03_Bolsa_Chica/Dog_Beach_at_Huntington_Beach_2013_09_25_7206.jpg,https://www.coastal.ca.gov/access-photos/15_orange/03_Bolsa_Chica/Dog_Beach_at_Huntington_Beach_model_airplanes_2013_09_25_7189.jpg,,0,0,5.29643572791805,0.130512743295461,84915597,1523174,1077017,157845,6414,721518,17319,5733,93103,3608860
65,Main Beach (Laguna Beach) : 0 - 30,0,30,Main Beach (Laguna Beach),5_South Coast,14,Orange,Physical Access,Beach Access,Yes,No,33.542156,-117.785489,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Main_Beach_at_Laguna_Beach_2013_09_26_7404.jpg,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Main_Beach_at_Laguna_Beach_2013_09_26_7406.jpg,https://www.coastal.ca.gov/access-photos/15_orange/09_Laguna_Beach_North/Main_Beach_at_Laguna_Beach_2013_09_26_7409.jpg, ,,0,0,5.38461294991914,0.121952984433464,66897813,858313,1006997,34575,4036,481971,5961,3719,71315,2472291
66,Point Piedras Blancas : 0 - 30,0,30,Point Piedras Blancas,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,Yes,35.66506,-121.286303,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/02_Ragged_Point_to_Hearst_Castle/Pt_Piedras_Blancas_from_Vista_Point_2013_05_17_4073.jpg, , , ,,0,0,3.45195516035231,0.00438942464906252,187670,917,2857,7,16,53,5,3,61,3943
67,Arroyo De La Cruz Beach : 0 - 30,0,30,Arroyo De La Cruz Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.716579,-121.313754, , , , ,,0,0,2.99167940003709,0.00385029771640631,181901,904,2784,7,16,52,5,3,59,3850
68,San Carpoforo Beach : 0 - 30,0,30,San Carpoforo Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.765094,-121.324773, , , , ,,0,0,2.39543917924077,0.00325612080977253,177444,876,2690,7,16,51,5,3,58,3725
69,Oak Knoll Creek Beach : 0 - 30,0,30,Oak Knoll Creek Beach,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.651796,-121.220783,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/02_Ragged_Point_to_Hearst_Castle/Oak_Knoll_Creek_Beach_2005_03_29_0035.jpg,https://www.coastal.ca.gov/access-photos/11_san_luis_obispo/02_Ragged_Point_to_Hearst_Castle/Oak_Knoll_Creek_Beach_2013_11_24_0859.jpg, , ,,0,0,4.02732161276176,0.00517079174479151,288134,1043,4031,9,18,85,6,3,97,5333
70,Fanshell Beach : 0 - 30,0,30,Fanshell Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.582087,-121.969213, , , , ,,0,0,3.91447058102135,0.0280881365197328,4703159,38103,67236,5189,397,12018,1242,222,5677,130209
71,Carmel River State Beach (Ribera Road) : 0 - 30,0,30,Carmel River State Beach (Ribera Road),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.556819,-121.928134, , , , ,,0,0,6.5167208122627,0.052925094932532,5808710,69605,84822,6159,549,15057,1417,302,7063,185319
72,4th Avenue Beach Access (Carmel) : 0 - 30,0,30,4th Avenue Beach Access (Carmel),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.556819,-121.928134, , , , ,,0,0,6.5167208122627,0.052925094932532,5808710,69605,84822,6159,549,15057,1417,302,7063,185319
73,Moss Beach (17-Mile Drive) : 0 - 30,0,30,Moss Beach (17-Mile Drive),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.609673,-121.948132, , , , ,,0,0,4.70970241707816,0.043257325501421,5173804,48322,75685,5550,442,13223,1323,248,6261,151273
74,Point Pinos : 0 - 30,0,30,Point Pinos,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.637089,-121.93552, , , , ,,0,0,4.027948508435,0.0359116929128012,4792076,39869,69652,5349,404,12378,1268,228,5893,135201
75,Bonny Doon Beach : 0 - 30,0,30,Bonny Doon Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.000593,-122.182069,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Bonny_Doon_Beach_2013_11_17_9755.jpg, , , ,,0,0,6.65720167813529,0.0408063015331708,7016772,34607,120387,2120,589,9185,247,353,6743,174822
76,Twin Lakes State Beach : 0 - 30,0,30,Twin Lakes State Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.961187,-121.997891,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Twin_Lakes_State_Beach_SFS_2011_05_01_9541.jpg, , , ,,0,0,7.82865409539257,0.0611960113931933,8632360,100542,139669,2428,802,11691,276,466,7847,264704
77,Pescadero State Beach (South) : 0 - 30,0,30,Pescadero State Beach (South),2_North Central,7,San Mateo,Physical Access,Beach Access,Yes,No,37.259719,-122.413536, , , , ,,0,0,5.51359504306684,0.0226508704681659,624096,3822,8574,56,17,616,11,18,383,13668
78,Stairway at Sea Crest Hotel : 0 - 30,0,30,Stairway at Sea Crest Hotel,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,Yes,No,35.147487,-120.650018, , , , ,,0,0,10.4628175611574,0.0749942711617251,6398369,128684,156753,4652,1274,14184,362,685,7516,314424
79,Stairway at Shore Cliff Lodge : 0 - 30,0,30,Stairway at Shore Cliff Lodge,3_Central Coast,10,San Luis Obispo,Physical Access,Beach Access,No,No,35.149718,-120.654287, , , , ,,0,0,10.8213232234499,0.0745701112552459,6455595,128854,158167,4661,1279,14219,363,686,7565,316131
80,Leadbetter Beach : 0 - 30,0,30,Leadbetter Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,Yes,34.400825,-119.700651,https://www.coastal.ca.gov/access-photos/12_santa_barbara/06_Santa_Barbara_West/Leadbetter_Beach_2013_08_15_6584.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/06_Santa_Barbara_West/Leadbetter_Beach_2013_08_15_6592.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/06_Santa_Barbara_West/Leadbetter_Beach_from_Shoreline_Park_2013_08_15_6580.jpg, ,,0,0,6.46825429370159,0.02446391448605,8221864,75343,106632,2901,629,12833,200,387,5407,204618
81,East Beach : 0 - 30,0,30,East Beach,4_South Central Coast,11,Santa Barbara,Physical Access,Beach Access,Yes,No,34.416648,-119.67134,https://www.coastal.ca.gov/access-photos/12_santa_barbara/06_Santa_Barbara_West/Chase_Palm_Park_2005_09_01_0021.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/07_Santa_Barbara_Central/East_Beach_2013_08_15_6608.jpg,https://www.coastal.ca.gov/access-photos/12_santa_barbara/07_Santa_Barbara_Central/East_Beach_2013_11_22_0153.jpg, ,,0,0,7.23485552229441,0.0266260456572056,8853414,84709,118193,3196,742,13357,225,409,6011,227200
82,Poche Beach : 0 - 30,0,30,Poche Beach,5_South Coast,14,Orange,Physical Access,Beach Access,Yes,Yes,33.440618,-117.64511,https://www.coastal.ca.gov/access-photos/15_orange/13_San_Clemente/Poche_Beach_2007_09_17_0109.jpg, , , ,,0,0,6.78822660867785,0.0909246530954613,41372855,291535,653810,20707,2082,218106,2700,2116,46300,1240655
83,Westward Beach : 0 - 30,0,30,Westward Beach,4_South Central Coast,0,Los Angeles,Physical Access,Beach Access,Yes,No,34.011998,-118.817892,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Westward_Bch_toward_Zuma_Bch_2007_03_04_0137.jpg,https://www.coastal.ca.gov/access-photos/14_los_angeles/03_Point_Dume/Westward_Beach_2013_11_02_9010.jpg, , ,,0,0,7.14416973472669,0.0602371880557346,14223420,75985,227371,8111,445,33342,360,588,11708,359994
84,Del Mar Bluffs City Park : 0 - 30,0,30,Del Mar Bluffs City Park,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,32.976851,-117.269564,https://www.coastal.ca.gov/access-photos/16_san_diego/07_Solana_Beach_to_Del_Mar/Del_Mar_Bluffs_City_Park_2013_09_27_7782.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/07_Solana_Beach_to_Del_Mar/Del_Mar_Bluffs_City_Park_2013_09_27_7789.jpg, , ,,0,0,6.76803914966064,0.137869900319972,60948572,683715,1092755,107034,6194,291271,8954,4623,82066,2281393
85,Cardiff State Beach : 0 - 30,0,30,Cardiff State Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.002893,-117.278454, , , , ,,0,0,6.44876883055498,0.134278309856752,58709336,640017,1053353,97872,5848,280751,8593,4489,77833,2172933
86,Torrey Pines State Beach : 0 - 30,0,30,Torrey Pines State Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,32.936163,-117.261389,https://www.coastal.ca.gov/access-photos/16_san_diego/08_Torrey_Pines/Torrey_Pines_State_Beach_2013_09_27_7807.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/08_Torrey_Pines/Torrey_Pines_State_Beach_2013_09_27_7809.jpg, , ,,0,0,7.18966149093099,0.136660212418323,60713066,661131,1077788,110869,6083,293578,8464,4578,81748,2249044
87,South Ponto Beach : 0 - 30,0,30,South Ponto Beach,6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,Yes,33.086492,-117.312963,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/South_Ponto_Beach_SFS_2013_09_27_7721.jpg,https://www.coastal.ca.gov/access-photos/16_san_diego/05_South_Carlsbad_and_Encinitas/South_Ponto_Beach_SFS_2013_09_27_7736.jpg, , ,,0,0,7.13979027610799,0.128959213509914,46771364,448182,859321,52398,4399,229601,6356,3525,62016,1669476
88,Stairway to Beach (Cerezo Dr.) : 0 - 30,0,30,Stairway to Beach (Cerezo Dr.),6_San Diego,15,San Diego,Physical Access,Beach Access,Yes,No,33.128751,-117.333344, , , , ,,0,0,8.00198927267543,0.135318106852842,37608391,389935,739570,37089,3587,202749,5561,2794,52302,1437526
89,Pebble Beach Access : 0 - 30,0,30,Pebble Beach Access,1_North Coast,1,Del Norte,Physical Access,Beach Access,Yes,No,41.75604,-124.22061, , , , ,,0,0,6.16053350036132,0.0455158383500968,340556,4388,13092,758,1303,740,22,125,872,21331
90,Malpaso Beach Trail : 0 - 30,0,30,Malpaso Beach Trail,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.482434,-121.938424, , , , ,,0,0,5.79363324559659,0.0384931674435064,4853236,39956,70533,5353,406,12397,1270,232,5922,136253
91,Carmel City Beach : 0 - 30,0,30,Carmel City Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.554756,-121.930081,https://www.coastal.ca.gov/access-photos/10_monterey/09_carmel_area/Carmel_City_Beach_SFS_2010_11_15_9048.jpg, , , ,,0,0,6.21341317519182,0.0485381163403357,5657745,61499,82704,5941,506,14551,1391,287,6854,174036
92,Stillwater Cove : 0 - 30,0,30,Stillwater Cove,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.56648,-121.942669,https://www.coastal.ca.gov/access-photos/10_monterey/08_17_mile_drive/Stillwater_Cove_2013_05_16_3780.jpg, , , ,,0,0,4.84305787695499,0.0434926528067607,5196878,48712,76022,5563,443,13275,1325,248,6280,152100
93,San Carlos Beach Park : 0 - 30,0,30,San Carlos Beach Park,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.610502,-121.896317,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/San_Carlos_Beach_Park_2013_11_25_1029.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/San_Carlos_Beach_Park_2013_11_25_1030.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/San_Carlos_Beach_Park_2013_11_25_1035.jpg, ,,0,0,6.91193301129448,0.0600701719956079,6504426,117406,92339,6818,677,17506,1524,384,7850,244956
94,Aeneas Beach : 0 - 30,0,30,Aeneas Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.611853,-121.897483,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/Aeneas_Beach_SFS_2010_06_12_5767.jpg, , , ,,0,0,6.57782915208901,0.0592588715952363,6386267,109187,91449,6711,667,16915,1505,373,7729,234956
95,McAbee Beach : 0 - 30,0,30,McAbee Beach,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.615616,-121.899383,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/McAbee_Beach_2013_11_25_1024.jpg,https://www.coastal.ca.gov/access-photos/10_monterey/06_monterey_and_cannery_row/McAbee_Beach_SFS_2010_06_12_5773.jpg, , ,,0,0,6.21239715332451,0.057743369874392,6202864,98908,89539,6583,649,16392,1484,355,7544,221828
96,Monterey State Beach (Window on the Bay) : 0 - 30,0,30,Monterey State Beach (Window on the Bay),3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.600898,-121.883192, , , , ,,0,0,7.55050191942073,0.0756347980432138,7518422,194903,102614,7631,889,22059,1677,488,8925,339758
97,Eolian Dunes Preserve : 0 - 30,0,30,Eolian Dunes Preserve,3_Central Coast,9,Monterey,Physical Access,Beach Access,Yes,No,36.618335,-121.851661, , , , ,,0,0,7.96162299086161,0.0805572721578633,7876068,222225,106925,7747,968,22799,1699,524,9272,372803
98,Davenport Landing Beach : 0 - 30,0,30,Davenport Landing Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,37.024521,-122.216356,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Davenport_Landing_Bch_2013_05_15_3712.jpg, , , ,,0,0,5.471439106534,0.0361024135500266,6125873,30843,105819,1990,547,8551,240,329,6104,154848
99,Laguna Creek Beach : 0 - 30,0,30,Laguna Creek Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.981762,-122.155295,https://www.coastal.ca.gov/access-photos/09_santa_cruz/02_santa_cruz_county_north/Laguna_Crk_Bch_2010_09_08_7003.jpg, , , ,,0,0,6.62032340747636,0.0444236391656538,7411087,48690,125514,2234,631,9907,249,371,7038,195270
100,Piggy Beach : 0 - 30,0,30,Piggy Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.977887,-122.147092,https://www.coastal.ca.gov/access-photos/09_santa_cruz/03_wilder_ranch_to_natural_bridges/Piggy_Beach_SFS_2015_01_17_9333_1.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/03_wilder_ranch_to_natural_bridges/Piggy_Beach_SFS_2015_01_17_9334_2.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/03_wilder_ranch_to_natural_bridges/Piggy_Beach_SFS_2015_01_17_9338_3.jpg, ,,0,0,6.85198663476179,0.0443105130112952,7440694,51626,125801,2244,639,9992,250,376,7056,198615
101,Red White and Blue Beach : 0 - 30,0,30,Red White and Blue Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,No,Yes,36.976507,-122.142476, , , , ,,0,0,6.76200385980155,0.044909103017002,7507658,56600,126566,2271,649,10157,252,381,7096,204619
102,Three Mile Beach : 0 - 30,0,30,Three Mile Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.961727,-122.113472,https://www.coastal.ca.gov/access-photos/09_santa_cruz/03_wilder_ranch_to_natural_bridges/Three_Mile_Bch_Wilder_Ranch_SP_2010_09_08_6973.jpg, , , ,,0,0,6.69944979098059,0.0511893427773171,7959849,75158,131847,2315,713,10687,263,439,7392,229530
103,De Anza Mobile Home Park Access : 0 - 30,0,30,De Anza Mobile Home Park Access,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954496,-122.062287, , , , ,,0,0,6.87547468034277,0.0529064842940392,8297576,86797,136049,2364,766,11183,269,451,7636,246302
104,Mitchell's Cove Beach : 0 - 30,0,30,Mitchell's Cove Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.952516,-122.041556, , , , ,,0,0,7.73109639942638,0.0545532435409904,8443806,89944,138234,2382,782,11415,270,454,7728,252072
105,Stairway at Surfers Memorial : 0 - 30,0,30,Stairway at Surfers Memorial,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.952728,-122.025646, , , , ,,0,0,7.20162594751062,0.0535611582090466,8381140,88610,137238,2377,774,11300,269,453,7692,249533
106,Stairway to Beach (Pelton Ave.) : 0 - 30,0,30,Stairway to Beach (Pelton Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954788,-122.024721, , , , ,,0,0,7.50870903345376,0.0545059605390915,8449798,90262,138305,2382,782,11418,270,454,7734,252470
107,Cowell Beach : 0 - 30,0,30,Cowell Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.961603,-122.023869,https://www.coastal.ca.gov/access-photos/09_santa_cruz/04_santa_cruz_central/Cowell_Beach_SFS_2011_05_01_9569.jpg, , , ,,0,0,8.26841120673042,0.0574581337037908,8687950,92027,141326,2401,787,11714,272,457,7856,257794
108,Santa Cruz Main Beach : 0 - 30,0,30,Santa Cruz Main Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.963435,-122.017302,https://www.coastal.ca.gov/access-photos/09_santa_cruz/04_santa_cruz_central/Santa_Cruz_Main_Beach_2010_06_10_5574.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/04_santa_cruz_central/Santa_Cruz_Main_Beach_2013_11_17_9828.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/04_santa_cruz_central/Santa_Cruz_Main_Beach_2013_11_17_9834.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/04_santa_cruz_central/Santa_Cruz_Main_Beach_SFS_2011_05_01_9610.jpg,,0,0,8.20386811830633,0.059739064902869,8970229,95733,144958,2447,807,12195,277,469,8072,265954
109,Sunny Cove : 0 - 30,0,30,Sunny Cove,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960133,-121.989705, , , , ,,0,0,7.33686777527523,0.0583930507367369,8482069,99975,137411,2423,799,11607,274,463,7772,261591
110,Twin Lakes State Beach - East : 0 - 30,0,30,Twin Lakes State Beach - East,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960086,-121.993936,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Twin_Lakes_State_Beach_East_SFS_2011_05_01_9561.jpg, , , ,,0,0,7.00738030656007,0.0522908220265395,8311914,94788,135459,2401,786,11481,265,452,7685,254076
111,Twin Lakes State Beach (13th Ave.) : 0 - 30,0,30,Twin Lakes State Beach (13th Ave.),3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960918,-121.995002, , , , ,,0,0,7.07625133336771,0.0523330362533481,8312897,94793,135478,2401,786,11481,265,452,7685,254109
112,Moran Lake Beach and Park : 0 - 30,0,30,Moran Lake Beach and Park,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.956356,-121.978352,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Moran_Lake_Beach_2013_11_17_9994.jpg, , , ,,0,0,7.15128469340701,0.057338652772779,8425291,100640,136546,2420,797,11595,275,464,7747,261320
113,Rockview Drive Overlook : 0 - 30,0,30,Rockview Drive Overlook,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.954592,-121.97489,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Rockview_Dr_Overlook_2010_09_07_6703.jpg,https://www.coastal.ca.gov/access-photos/09_santa_cruz/06_santa_cruz_east/Rockview_Dr_Overlook_2010_09_07_6704.jpg, , ,,0,0,7.27657944854435,0.0505992258945103,8291496,99054,134123,2367,786,11392,268,457,7609,256827
114,Corcoran Lagoon Beach : 0 - 30,0,30,Corcoran Lagoon Beach,3_Central Coast,8,Santa Cruz,Physical Access,Beach Access,Yes,No,36.960376,-121.984161, , , , ,,0,0,7.93204111602945,0.0585487946104568,8486887,101293,137398,2420,797,11625,275,464,7768,262974
